,year,province,health,social_media,sex,birth_year,immigrant,marital_status,education,emp_status,sector,social_class,life_satis,age,employed,female
1,2020,CA-QC Quebec,Good,Daily,Female,1994,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,26,1,1
2,2020,CA-QC Quebec,Good,Never,Male,1977,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,43,1,0
3,2020,CA-ON Ontario,Good,Monthly,Female,1988,I am born in this country,Married,Lower secondary education (ISCED 2),Full time (30 hours a week or more),Government or public institution,Lower middle class,6,32,1,1
4,2020,CA-PE Ile-du-Prince-Edouard,Fair,Never,Female,1965,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Retired/pensioned,Government or public institution,Lower middle class,3,55,0,1
5,2020,CA-ON Ontario,Poor,Daily,Male,1994,I am born in this country,Single,Doctoral or equivalent (ISCED 8),Part time (less than 30 hours a week),Private business or industry,Lower middle class,4,26,0,0
6,2020,CA-ON Ontario,Good,Never,Female,1948,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,7,72,0,1
7,2020,CA-BC Colombie-Britannique,Good,Never,Female,1976,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Private business or industry,Lower class,5,44,0,1
8,2020,CA-QC Quebec,Very good,Daily,Male,1987,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,10,33,1,0
9,2020,CA-ON Ontario,Poor,Daily,Male,1961,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Upper middle class,8,59,0,0
10,2020,CA-ON Ontario,Good,Daily,Female,1993,I am born in this country,Single,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,27,1,1
11,2020,CA-ON Ontario,Fair,Daily,Female,1958,I am an immigrant to this country (born outside this country),Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,62,1,1
12,2020,CA-ON Ontario,Very poor,Daily,Male,1994,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,1,26,1,0
13,2020,CA-BC Colombie-Britannique,Fair,Never,Female,1952,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Lower middle class,7,68,0,1
14,2020,CA-NL Terre-Neuve-et-Labrador,Poor,Daily,Male,1956,I am born in this country,Living together as married,Primary education (ISCED 1),Retired/pensioned,Private business or industry,Lower middle class,2,64,0,0
15,2020,CA-ON Ontario,Good,Never,Male,1948,I am born in this country,Married,Lower secondary education (ISCED 2),Retired/pensioned,Government or public institution,Upper middle class,8,72,0,0
16,2020,CA-BC Colombie-Britannique,Good,Never,Female,1958,I am an immigrant to this country (born outside this country),Living together as married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Working class,8,62,0,1
17,2020,CA-BC Colombie-Britannique,Good,Daily,Female,1996,I am an immigrant to this country (born outside this country),Single,Post-secondary non-tertiary education (ISCED 4),Student,Government or public institution,Lower middle class,6,24,0,1
18,2020,CA-AB Alberta,Fair,Never,Male,1963,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Government or public institution,Working class,5,57,1,0
19,2020,CA-AB Alberta,Good,Weekly,Female,1946,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,8,74,0,1
20,2020,CA-QC Quebec,Good,Never,Male,1956,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,9,64,0,0
21,2020,CA-QC Quebec,Good,Daily,Female,1956,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Not applicable; Never had a job,Upper middle class,8,64,0,1
22,2020,CA-QC Quebec,Good,Daily,Female,1979,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Homemaker not otherwise employed,Private non-profit organization,Upper class,9,41,0,1
23,2020,CA-QC Quebec,Good,Daily,Male,1983,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,6,37,1,0
24,2020,CA-QC Quebec,Good,Never,Female,1963,I am an immigrant to this country (born outside this country),Living together as married,Short-cycle tertiary education (ISCED 5),Part time (less than 30 hours a week),Private business or industry,Upper middle class,7,57,0,1
25,2020,CA-ON Ontario,Good,Never,Male,1950,I am born in this country,Single,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,7,70,0,0
26,2020,CA-NS Nouvelle-Ecosse,Poor,Daily,Male,1970,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Working class,3,50,1,0
27,2020,CA-ON Ontario,Very good,Daily,Male,1971,I am born in this country,Single,Lower secondary education (ISCED 2),Part time (less than 30 hours a week),Private business or industry,Lower middle class,7,49,0,0
28,2020,CA-QC Quebec,Good,Daily,Female,1989,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,31,1,1
29,2020,CA-NS Nouvelle-Ecosse,Fair,Daily,Female,1972,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,9,48,1,1
30,2020,CA-NB Nouveau-Brunswick,Very good,Daily,Female,1981,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Part time (less than 30 hours a week),Private business or industry,Upper middle class,9,39,0,1
31,2020,CA-MB Manitoba,Good,Daily,Female,1992,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,9,28,1,1
32,2020,CA-NS Nouvelle-Ecosse,Very good,Daily,Male,1973,I am born in this country,Divorced,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,47,1,0
33,2020,CA-QC Quebec,Poor,Daily,Female,1966,I am born in this country,Single,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Lower middle class,5,54,0,1
34,2020,CA-PE Ile-du-Prince-Edouard,Good,Daily,Female,1960,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Unemployed,Government or public institution,Lower middle class,4,60,0,1
35,2020,CA-ON Ontario,Fair,Daily,Male,1946,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower class,5,74,0,0
36,2020,CA-QC Quebec,Very poor,Daily,Female,2002,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Student,Government or public institution,Upper middle class,1,18,0,1
37,2020,CA-QC Quebec,Very good,Daily,Male,1992,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,10,28,1,0
38,2020,CA-QC Quebec,Good,Never,Male,1990,I am born in this country,Living together as married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,30,1,0
39,2020,CA-ON Ontario,Fair,Monthly,Male,1972,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,48,1,0
40,2020,CA-ON Ontario,Good,Weekly,Male,1965,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,55,1,0
41,2020,CA-BC Colombie-Britannique,Good,Weekly,Male,1992,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,5,28,1,0
42,2020,CA-QC Quebec,Good,Never,Male,1991,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Unemployed,Not applicable; Never had a job,Working class,7,29,0,0
43,2020,CA-ON Ontario,Fair,Daily,Male,1987,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Working class,7,33,1,0
44,2020,CA-QC Quebec,Good,Daily,Female,1973,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,47,1,1
45,2020,CA-ON Ontario,Good,Less than monthly,Male,1991,I am an immigrant to this country (born outside this country),Single,Master or equivalent (ISCED 7),Student,Government or public institution,Working class,7,29,0,0
46,2020,CA-MB Manitoba,Good,Daily,Female,1995,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Lower middle class,4,25,0,1
47,2020,CA-ON Ontario,Poor,Weekly,Female,1991,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Not applicable; Never had a job,Lower middle class,2,29,0,1
48,2020,CA-QC Quebec,Good,Daily,Female,1958,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,62,1,1
49,2020,CA-BC Colombie-Britannique,Good,Never,Male,1944,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,7,76,0,0
50,2020,CA-ON Ontario,Good,Weekly,Female,1954,I am an immigrant to this country (born outside this country),Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,7,66,0,1
51,2020,CA-ON Ontario,Good,Daily,Male,1972,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Working class,8,48,0,0
52,2020,CA-QC Quebec,Good,Weekly,Female,1992,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Not applicable; Never had a job,Lower middle class,7,28,1,1
53,2020,CA-QC Quebec,Good,Never,Female,1976,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,6,44,1,1
54,2020,CA-SK Saskatchewan,Very good,Less than monthly,Female,1999,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,10,21,1,1
55,2020,CA-SK Saskatchewan,Fair,Daily,Female,1943,I am an immigrant to this country (born outside this country),Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Working class,7,77,0,1
56,2020,CA-QC Quebec,Fair,Daily,Female,2000,I am an immigrant to this country (born outside this country),Single,Post-secondary non-tertiary education (ISCED 4),Student,Government or public institution,Lower middle class,7,20,0,1
57,2020,CA-ON Ontario,Good,Daily,Female,1950,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Lower middle class,9,70,0,1
58,2020,CA-BC Colombie-Britannique,Fair,Never,Male,1964,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Working class,9,56,0,0
59,2020,CA-ON Ontario,Very poor,Weekly,Female,1990,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Private business or industry,Working class,6,30,0,1
60,2020,CA-ON Ontario,Fair,Weekly,Male,1992,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,28,1,0
61,2020,CA-AB Alberta,Good,Weekly,Male,1992,I am born in this country,Married,Upper secondary education (ISCED 3),Student,Private business or industry,Lower middle class,7,28,0,0
62,2020,CA-BC Colombie-Britannique,Good,Daily,Male,1982,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,38,1,0
63,2020,CA-ON Ontario,Good,Daily,Female,1972,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,48,1,1
64,2020,CA-BC Colombie-Britannique,Good,Monthly,Female,2000,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Student,Private business or industry,Working class,3,20,0,1
65,2020,CA-AB Alberta,Good,Daily,Male,1981,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,6,39,1,0
66,2020,CA-ON Ontario,Poor,Daily,Male,1990,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Working class,6,30,1,0
67,2020,CA-AB Alberta,Fair,Less than monthly,Male,1967,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,53,1,0
68,2020,CA-ON Ontario,Good,Weekly,Male,1998,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,6,22,1,0
69,2020,CA-NS Nouvelle-Ecosse,Good,Daily,Female,1965,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Private business or industry,Lower middle class,8,55,0,1
70,2020,CA-BC Colombie-Britannique,Good,Less than monthly,Female,1950,I am an immigrant to this country (born outside this country),Divorced,Master or equivalent (ISCED 7),Retired/pensioned,Private non-profit organization,Lower class,6,70,0,1
71,2020,CA-ON Ontario,Poor,Less than monthly,Male,1994,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Not applicable; Never had a job,Lower middle class,5,26,0,0
72,2020,CA-BC Colombie-Britannique,Fair,Monthly,Male,1962,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,5,58,0,0
73,2020,CA-ON Ontario,Fair,Daily,Female,1986,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Government or public institution,Upper middle class,3,34,0,1
74,2020,CA-BC Colombie-Britannique,Good,Monthly,Male,1992,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,28,1,0
75,2020,CA-AB Alberta,Very good,Daily,Female,1997,I am born in this country,Single,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,23,1,1
76,2020,CA-BC Colombie-Britannique,Fair,Daily,Male,1982,I am born in this country,Single,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private business or industry,Working class,7,38,0,0
77,2020,CA-ON Ontario,Very good,Daily,Female,1975,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,6,45,1,1
78,2020,CA-QC Quebec,Very good,Daily,Male,1951,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,10,69,0,0
79,2020,CA-BC Colombie-Britannique,Fair,Never,Female,1982,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Working class,1,38,1,1
80,2020,CA-SK Saskatchewan,Good,Weekly,Male,1999,I am born in this country,Married,Early childhood education (ISCED 0) / no education,Homemaker not otherwise employed,Government or public institution,Lower middle class,7,21,0,0
81,2020,CA-BC Colombie-Britannique,Good,Never,Male,1947,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Working class,9,73,0,0
82,2020,CA-BC Colombie-Britannique,Fair,Never,Male,1989,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Student,Private business or industry,Lower middle class,7,31,0,0
83,2020,CA-QC Quebec,Fair,Daily,Female,1993,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,27,1,1
84,2020,CA-NS Nouvelle-Ecosse,Good,Daily,Female,1954,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Private business or industry,Lower middle class,5,66,0,1
85,2020,CA-ON Ontario,Good,Weekly,Male,1997,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,8,23,1,0
86,2020,CA-NL Terre-Neuve-et-Labrador,Good,Daily,Female,1958,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Homemaker not otherwise employed,Private business or industry,Lower middle class,6,62,0,1
87,2020,CA-MB Manitoba,Good,Daily,Female,1995,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Working class,5,25,1,1
88,2020,CA-BC Colombie-Britannique,Very good,Never,Female,1949,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,9,71,1,1
89,2020,CA-BC Colombie-Britannique,Fair,Weekly,Male,1990,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,30,1,0
90,2020,CA-ON Ontario,Good,Daily,Female,1995,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Student,Government or public institution,Lower middle class,7,25,0,1
91,2020,CA-AB Alberta,Fair,Daily,Female,1988,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Unemployed,Private business or industry,Lower middle class,7,32,0,1
92,2020,CA-QC Quebec,Very good,Daily,Female,1991,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,29,1,1
93,2020,CA-BC Colombie-Britannique,Good,Never,Female,1951,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private non-profit organization,Lower middle class,6,69,0,1
94,2020,CA-NL Terre-Neuve-et-Labrador,Good,Daily,Male,1954,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Government or public institution,Lower middle class,9,66,0,0
95,2020,CA-AB Alberta,Good,Daily,Male,1976,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,44,1,0
96,2020,CA-ON Ontario,Very good,Daily,Female,1986,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Lower middle class,9,34,1,1
97,2020,CA-SK Saskatchewan,Fair,Never,Female,1967,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower class,6,53,1,1
98,2020,CA-QC Quebec,Good,Daily,Female,1992,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Working class,7,28,1,1
99,2020,CA-MB Manitoba,Good,Daily,Male,1978,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,42,1,0
100,2020,CA-QC Quebec,Good,Weekly,Female,1993,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,27,1,1
101,2020,CA-AB Alberta,Fair,Daily,Female,1953,I am born in this country,Married,Primary education (ISCED 1),Retired/pensioned,Private business or industry,Lower middle class,7,67,0,1
102,2020,CA-QC Quebec,Very good,Daily,Male,1981,I am born in this country,Single,Lower secondary education (ISCED 2),Full time (30 hours a week or more),Government or public institution,Working class,8,39,1,0
103,2020,CA-ON Ontario,Very good,Weekly,Female,1966,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Private business or industry,Lower middle class,8,54,0,1
104,2020,CA-BC Colombie-Britannique,Fair,Weekly,Female,1999,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Student,Government or public institution,Lower middle class,4,21,0,1
105,2020,CA-BC Colombie-Britannique,Good,Weekly,Male,1965,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,55,1,0
106,2020,CA-QC Quebec,Good,Less than monthly,Female,1970,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Lower middle class,6,50,1,1
107,2020,CA-ON Ontario,Good,Weekly,Female,1966,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Not applicable; Never had a job,Lower middle class,8,54,1,1
108,2020,CA-NB Nouveau-Brunswick,Very good,Daily,Female,1986,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,7,34,1,1
109,2020,CA-BC Colombie-Britannique,Fair,Weekly,Female,1956,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Upper middle class,4,64,0,1
110,2020,CA-QC Quebec,Fair,Weekly,Male,1990,I am born in this country,Single,Upper secondary education (ISCED 3),Self employed,Not applicable; Never had a job,Working class,7,30,0,0
111,2020,CA-BC Colombie-Britannique,Good,Weekly,Female,1976,I am born in this country,Separated,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Working class,7,44,1,1
112,2020,CA-QC Quebec,Poor,Daily,Female,1960,I am born in this country,Divorced,Short-cycle tertiary education (ISCED 5),Other,Government or public institution,Lower class,3,60,0,1
113,2020,CA-AB Alberta,Very good,Daily,Female,1954,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Lower middle class,9,66,0,1
114,2020,CA-ON Ontario,Good,Daily,Female,1983,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private non-profit organization,Upper middle class,9,37,1,1
115,2020,CA-AB Alberta,Fair,Daily,Male,1959,I am an immigrant to this country (born outside this country),Widowed,Master or equivalent (ISCED 7),Self employed,Private business or industry,Lower middle class,8,61,0,0
116,2020,CA-AB Alberta,Fair,Daily,Male,1976,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Self employed,Private business or industry,Lower middle class,8,44,0,0
117,2020,CA-BC Colombie-Britannique,Good,Never,Male,1939,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Upper middle class,8,81,0,0
118,2020,CA-ON Ontario,Good,Daily,Male,1989,I am an immigrant to this country (born outside this country),Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,4,31,1,0
119,2020,CA-BC Colombie-Britannique,Fair,Daily,Female,1957,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Lower middle class,7,63,0,1
120,2020,CA-QC Quebec,Good,Weekly,Male,1987,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,33,1,0
121,2020,CA-QC Quebec,Fair,Daily,Male,2000,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Student,Not applicable; Never had a job,Lower class,6,20,0,0
122,2020,CA-BC Colombie-Britannique,Good,Weekly,Female,1983,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,37,1,1
123,2020,CA-NS Nouvelle-Ecosse,Very good,Daily,Female,1968,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,9,52,1,1
124,2020,CA-ON Ontario,Very good,Daily,Male,1984,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,36,1,0
125,2020,CA-BC Colombie-Britannique,Very good,Weekly,Female,1968,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Homemaker not otherwise employed,Private business or industry,Upper class,8,52,0,1
126,2020,CA-ON Ontario,Poor,Daily,Male,1971,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,6,49,1,0
127,2020,CA-QC Quebec,Very good,Monthly,Male,1955,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Upper middle class,10,65,0,0
128,2020,CA-BC Colombie-Britannique,Good,Daily,Female,1956,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Unemployed,Private business or industry,Lower middle class,8,64,0,1
129,2020,CA-QC Quebec,Very good,Daily,Female,1950,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private non-profit organization,Upper middle class,9,70,0,1
130,2020,CA-QC Quebec,Very good,Daily,Female,2000,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Not applicable; Never had a job,Upper middle class,8,20,0,1
131,2020,CA-QC Quebec,Good,Daily,Female,1972,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower class,8,48,0,1
132,2020,CA-BC Colombie-Britannique,Poor,Monthly,Female,1950,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Lower middle class,3,70,0,1
133,2020,CA-AB Alberta,Good,Daily,Female,1999,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Private business or industry,Upper middle class,6,21,0,1
134,2020,CA-NS Nouvelle-Ecosse,Fair,Daily,Female,1966,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Other,Government or public institution,Working class,8,54,0,1
135,2020,CA-ON Ontario,Very good,Daily,Female,1998,I am born in this country,Single,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private business or industry,Upper middle class,8,22,0,1
136,2020,CA-QC Quebec,Good,Daily,Female,1969,I am born in this country,Living together as married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,51,1,1
137,2020,CA-NB Nouveau-Brunswick,Good,Daily,Female,1991,I am born in this country,Separated,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,6,29,1,1
138,2020,CA-ON Ontario,Fair,Daily,Male,1947,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,5,73,1,0
139,2020,CA-ON Ontario,Good,Daily,Female,1970,I am born in this country,Divorced,Master or equivalent (ISCED 7),Self employed,Private non-profit organization,Lower middle class,7,50,0,1
140,2020,CA-QC Quebec,Very good,Never,Female,1960,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,60,1,1
141,2020,CA-QC Quebec,Good,Weekly,Female,1979,I am born in this country,Living together as married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,41,1,1
142,2020,CA-QC Quebec,Good,Daily,Female,1984,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,6,36,1,1
143,2020,CA-ON Ontario,Good,Weekly,Male,1978,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper class,9,42,1,0
144,2020,CA-BC Colombie-Britannique,Good,Daily,Female,1981,I am born in this country,Married,Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Not applicable; Never had a job,Upper middle class,7,39,1,1
145,2020,CA-BC Colombie-Britannique,Good,Never,Male,1972,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,48,1,0
146,2020,CA-ON Ontario,Good,Daily,Female,1947,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Working class,8,73,0,1
147,2020,CA-BC Colombie-Britannique,Poor,Never,Female,1975,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Self employed,Private business or industry,Working class,5,45,0,1
148,2020,CA-BC Colombie-Britannique,Fair,Daily,Female,1991,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,6,29,1,1
