,year,province,health,social_media,sex,birth_year,immigrant,marital_status,education,emp_status,sector,social_class,life_satis,age,employed,female
357,2020,CA-QC Quebec,Very good,Monthly,Female,1988,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Not applicable; Never had a job,Working class,8,32,1,1
358,2020,CA-QC Quebec,Poor,Weekly,Male,1975,I am born in this country,Single,Upper secondary education (ISCED 3),Unemployed,Private business or industry,Lower class,1,45,0,0
359,2020,CA-SK Saskatchewan,Very good,Monthly,Male,1983,I am an immigrant to this country (born outside this country),Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Not applicable; Never had a job,Lower middle class,5,37,1,0
360,2020,CA-QC Quebec,Good,Weekly,Female,1969,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Lower middle class,9,51,1,1
361,2020,CA-ON Ontario,Good,Daily,Male,1936,I am born in this country,Married,Lower secondary education (ISCED 2),Retired/pensioned,Private business or industry,Upper middle class,9,84,0,0
362,2020,CA-NL Terre-Neuve-et-Labrador,Fair,Weekly,Male,1958,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,7,62,0,0
363,2020,CA-AB Alberta,Good,Never,Male,2000,I am born in this country,Single,Primary education (ISCED 1),Full time (30 hours a week or more),Government or public institution,Upper middle class,5,20,1,0
364,2020,CA-QC Quebec,Good,Monthly,Male,1983,I am an immigrant to this country (born outside this country),Separated,Master or equivalent (ISCED 7),Part time (less than 30 hours a week),Private non-profit organization,Lower middle class,6,37,0,0
365,2020,CA-MB Manitoba,Fair,Daily,Female,1981,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Working class,6,39,1,1
366,2020,CA-BC Colombie-Britannique,Fair,Daily,Female,2002,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Not applicable; Never had a job,Upper middle class,2,18,0,1
367,2020,CA-SK Saskatchewan,Good,Weekly,Male,1970,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Working class,6,50,1,0
368,2020,CA-ON Ontario,Good,Less than monthly,Female,1979,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Part time (less than 30 hours a week),Private business or industry,Lower middle class,6,41,0,1
369,2020,CA-QC Quebec,Good,Daily,Male,1962,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,6,58,1,0
370,2020,CA-NS Nouvelle-Ecosse,Poor,Less than monthly,Male,1949,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Working class,8,71,0,0
371,2020,CA-QC Quebec,Good,Daily,Female,2001,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Private business or industry,Lower middle class,7,19,0,1
372,2020,CA-ON Ontario,Fair,Daily,Female,1980,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Self employed,Private business or industry,Working class,7,40,0,1
373,2020,CA-BC Colombie-Britannique,Good,Weekly,Female,1952,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Upper middle class,8,68,0,1
374,2020,CA-ON Ontario,Very good,Daily,Female,2001,I am born in this country,Single,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Upper middle class,3,19,1,1
375,2020,CA-QC Quebec,Good,Daily,Female,1956,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,10,64,0,1
376,2020,CA-QC Quebec,Poor,Daily,Male,1988,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,5,32,1,0
377,2020,CA-QC Quebec,Very good,Daily,Male,1971,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Not applicable; Never had a job,Upper middle class,9,49,1,0
378,2020,CA-ON Ontario,Good,Daily,Female,1962,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,7,58,1,1
379,2020,CA-ON Ontario,Good,Never,Male,1967,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Working class,9,53,1,0
380,2020,CA-QC Quebec,Good,Daily,Female,1964,I am an immigrant to this country (born outside this country),Widowed,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,56,1,1
381,2020,CA-BC Colombie-Britannique,Good,Less than monthly,Male,1992,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Working class,8,28,1,0
382,2020,CA-AB Alberta,Fair,Never,Male,1961,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Upper middle class,4,59,1,0
383,2020,CA-BC Colombie-Britannique,Good,Daily,Female,1994,I am an immigrant to this country (born outside this country),Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Working class,6,26,1,1
384,2020,CA-QC Quebec,Good,Daily,Male,1970,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,50,1,0
385,2020,CA-ON Ontario,Fair,Daily,Female,1966,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Other,Not applicable; Never had a job,Lower class,6,54,0,1
386,2020,CA-QC Quebec,Good,Never,Female,1971,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,49,1,1
387,2020,CA-ON Ontario,Good,Weekly,Male,1973,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,9,47,1,0
388,2020,CA-ON Ontario,Good,Monthly,Female,1946,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Working class,8,74,0,1
389,2020,CA-NB Nouveau-Brunswick,Very good,Less than monthly,Male,1952,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Upper middle class,10,68,0,0
390,2020,CA-BC Colombie-Britannique,Very good,Daily,Female,1954,I am an immigrant to this country (born outside this country),Living together as married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Working class,8,66,0,1
391,2020,CA-ON Ontario,Very good,Weekly,Female,1949,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Upper middle class,9,71,0,1
392,2020,CA-ON Ontario,Good,Daily,Female,2000,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Lower middle class,7,20,0,1
393,2020,CA-ON Ontario,Good,Never,Male,1964,I am born in this country,Married,Primary education (ISCED 1),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,56,1,0
394,2020,CA-ON Ontario,Good,Weekly,Female,1952,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Government or public institution,Upper middle class,6,68,0,1
395,2020,CA-BC Colombie-Britannique,Very good,Weekly,Male,1952,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,68,1,0
396,2020,CA-MB Manitoba,Good,Never,Female,1945,I am born in this country,Widowed,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Government or public institution,Lower middle class,4,75,0,1
397,2020,CA-QC Quebec,Very good,Daily,Male,1958,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Retired/pensioned,Private business or industry,Upper middle class,8,62,0,0
398,2020,CA-QC Quebec,Good,Daily,Female,1995,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,25,1,1
399,2020,CA-ON Ontario,Good,Never,Female,1947,I am born in this country,Separated,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,8,73,0,1
400,2020,CA-NB Nouveau-Brunswick,Very good,Less than monthly,Male,1956,I am born in this country,Married,Upper secondary education (ISCED 3),Self employed,Private business or industry,Upper middle class,8,64,0,0
401,2020,CA-NL Terre-Neuve-et-Labrador,Good,Never,Female,1956,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,10,64,0,1
402,2020,CA-ON Ontario,Fair,Less than monthly,Male,1941,I am an immigrant to this country (born outside this country),Married,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Upper middle class,9,79,0,0
403,2020,CA-MB Manitoba,Fair,Daily,Male,1976,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,44,1,0
404,2020,CA-BC Colombie-Britannique,Fair,Weekly,Male,1960,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,60,1,0
405,2020,CA-BC Colombie-Britannique,Good,Weekly,Male,1975,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Lower middle class,6,45,1,0
406,2020,CA-ON Ontario,Fair,Daily,Female,1954,I am an immigrant to this country (born outside this country),Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Upper middle class,9,66,0,1
407,2020,CA-BC Colombie-Britannique,Good,Weekly,Male,1942,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,8,78,0,0
408,2020,CA-QC Quebec,Good,Daily,Male,1952,I am born in this country,Married,Lower secondary education (ISCED 2),Retired/pensioned,Not applicable; Never had a job,Working class,8,68,0,0
409,2020,CA-BC Colombie-Britannique,Poor,Daily,Female,1954,I am born in this country,Widowed,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,3,66,0,1
410,2020,CA-ON Ontario,Good,Never,Male,1956,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Self employed,Private business or industry,Upper middle class,9,64,0,0
411,2020,CA-NB Nouveau-Brunswick,Fair,Daily,Female,1954,I am born in this country,Widowed,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Lower class,4,66,0,1
412,2020,CA-ON Ontario,Very good,Daily,Female,1975,I am born in this country,Living together as married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private non-profit organization,Upper middle class,7,45,1,1
413,2020,CA-NL Terre-Neuve-et-Labrador,Good,Daily,Male,1973,I am born in this country,Single,Upper secondary education (ISCED 3),Self employed,Private non-profit organization,Lower middle class,6,47,0,0
414,2020,CA-SK Saskatchewan,Very good,Never,Male,1955,I am an immigrant to this country (born outside this country),Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Government or public institution,Upper middle class,9,65,0,0
415,2020,CA-ON Ontario,Very good,Never,Male,1985,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,35,1,0
416,2020,CA-NB Nouveau-Brunswick,Very good,Weekly,Male,1956,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Private non-profit organization,Upper middle class,8,64,0,0
417,2020,CA-NS Nouvelle-Ecosse,Fair,Daily,Female,1967,I am born in this country,Single,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private business or industry,Lower middle class,7,53,0,1
418,2020,CA-ON Ontario,Fair,Weekly,Female,1979,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,41,1,1
419,2020,CA-ON Ontario,Good,Never,Female,1975,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Self employed,Private business or industry,Lower middle class,8,45,0,1
420,2020,CA-QC Quebec,Good,Daily,Female,1981,I am born in this country,Single,Upper secondary education (ISCED 3),Unemployed,Private business or industry,Working class,7,39,0,1
421,2020,CA-ON Ontario,Good,Weekly,Male,1949,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,8,71,0,0
422,2020,CA-QC Quebec,Good,Weekly,Male,1963,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Retired/pensioned,Not applicable; Never had a job,Lower middle class,9,57,0,0
423,2020,CA-SK Saskatchewan,Poor,Less than monthly,Female,1968,I am born in this country,Single,Upper secondary education (ISCED 3),Other,Private business or industry,Lower class,3,52,0,1
424,2020,CA-BC Colombie-Britannique,Very good,Daily,Male,1978,I am an immigrant to this country (born outside this country),Married,Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,42,1,0
425,2020,CA-QC Quebec,Very good,Never,Male,1940,I am born in this country,Widowed,Master or equivalent (ISCED 7),Self employed,Private business or industry,Upper middle class,8,80,0,0
426,2020,CA-QC Quebec,Very good,Daily,Male,1971,I am born in this country,Separated,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,49,1,0
427,2020,CA-QC Quebec,Good,Daily,Female,1954,I am born in this country,Divorced,Upper secondary education (ISCED 3),Retired/pensioned,Not applicable; Never had a job,Working class,7,66,0,1
428,2020,CA-BC Colombie-Britannique,Good,Weekly,Male,1956,I am born in this country,Single,Upper secondary education (ISCED 3),Retired/pensioned,Not applicable; Never had a job,Lower middle class,5,64,0,0
429,2020,CA-MB Manitoba,Fair,Daily,Female,1998,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Upper middle class,7,22,0,1
430,2020,CA-QC Quebec,Good,Never,Male,1978,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,9,42,1,0
431,2020,CA-QC Quebec,Good,Daily,Male,1968,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Private business or industry,Upper middle class,7,52,0,0
432,2020,CA-QC Quebec,Good,Daily,Male,1958,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,6,62,1,0
433,2020,CA-QC Quebec,Good,Daily,Female,1971,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Unemployed,Private non-profit organization,Upper middle class,8,49,0,1
434,2020,CA-BC Colombie-Britannique,Very poor,Daily,Male,1974,I am born in this country,Single,Primary education (ISCED 1),Full time (30 hours a week or more),Private business or industry,Lower class,6,46,1,0
435,2020,CA-ON Ontario,Very good,Daily,Male,1980,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,7,40,1,0
436,2020,CA-QC Quebec,Good,Daily,Female,1994,I am an immigrant to this country (born outside this country),Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Not applicable; Never had a job,Upper middle class,8,26,1,1
437,2020,CA-QC Quebec,Very good,Daily,Female,2001,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Student,Private business or industry,Lower middle class,8,19,0,1
438,2020,CA-QC Quebec,Very good,Daily,Female,1978,I am born in this country,Living together as married,Doctoral or equivalent (ISCED 8),Self employed,Private business or industry,Upper class,7,42,0,1
439,2020,CA-ON Ontario,Very good,Never,Male,1986,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,34,1,0
440,2020,CA-QC Quebec,Fair,Daily,Female,1959,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Lower middle class,6,61,0,1
441,2020,CA-QC Quebec,Good,Less than monthly,Male,1989,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,31,1,0
442,2020,CA-ON Ontario,Good,Weekly,Female,1987,I am born in this country,Married,Upper secondary education (ISCED 3),Homemaker not otherwise employed,Private business or industry,Lower middle class,9,33,0,1
443,2020,CA-QC Quebec,Good,Never,Male,1960,I am born in this country,Married,Upper secondary education (ISCED 3),Self employed,Private business or industry,Lower middle class,9,60,0,0
444,2020,CA-QC Quebec,Good,Daily,Male,1956,I am born in this country,Single,Master or equivalent (ISCED 7),Self employed,Private business or industry,Lower middle class,6,64,0,0
445,2020,CA-ON Ontario,Good,Daily,Female,1993,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Unemployed,Private business or industry,Working class,6,27,0,1
446,2020,CA-QC Quebec,Fair,Never,Male,1960,I am born in this country,Single,Lower secondary education (ISCED 2),Retired/pensioned,Not applicable; Never had a job,Lower middle class,6,60,0,0
447,2020,CA-QC Quebec,Good,Daily,Female,1991,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,29,1,1
448,2020,CA-ON Ontario,Fair,Daily,Female,2002,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Private business or industry,Upper middle class,5,18,0,1
449,2020,CA-ON Ontario,Very good,Daily,Female,1998,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,9,22,1,1
450,2020,CA-QC Quebec,Good,Daily,Female,1983,I am born in this country,Separated,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,37,1,1
451,2020,CA-QC Quebec,Fair,Never,Male,1951,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Upper middle class,10,69,0,0
452,2020,CA-SK Saskatchewan,Good,Daily,Male,1982,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Working class,8,38,1,0
453,2020,CA-QC Quebec,Good,Daily,Male,1955,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Working class,7,65,0,0
454,2020,CA-QC Quebec,Good,Daily,Male,1960,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,60,1,0
455,2020,CA-SK Saskatchewan,Good,Daily,Male,1969,I am born in this country,Living together as married,Primary education (ISCED 1),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,51,1,0
456,2020,CA-BC Colombie-Britannique,Good,Daily,Male,1962,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,58,1,0
457,2020,CA-NB Nouveau-Brunswick,Very good,Daily,Female,1975,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Working class,10,45,0,1
458,2020,CA-MB Manitoba,Very good,Never,Male,1957,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,9,63,0,0
459,2020,CA-NS Nouvelle-Ecosse,Good,Weekly,Male,1981,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Working class,8,39,1,0
460,2020,CA-ON Ontario,Good,Never,Female,1958,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,7,62,0,1
461,2020,CA-AB Alberta,Good,Daily,Male,1949,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Upper middle class,8,71,0,0
462,2020,CA-ON Ontario,Poor,Less than monthly,Male,1958,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Private business or industry,Upper middle class,8,62,0,0
463,2020,CA-BC Colombie-Britannique,Good,Daily,Female,1984,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Unemployed,Private business or industry,Lower middle class,6,36,0,1
464,2020,CA-ON Ontario,Fair,Daily,Male,1963,I am born in this country,Married,Don't know,Retired/pensioned,Government or public institution,Lower class,7,57,0,0
465,2020,CA-ON Ontario,Very good,Monthly,Female,1994,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Not applicable; Never had a job,Upper middle class,6,26,1,1
466,2020,CA-AB Alberta,Good,Monthly,Male,1955,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Self employed,Private business or industry,Lower middle class,9,65,0,0
467,2020,CA-BC Colombie-Britannique,Fair,Never,Male,1958,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Upper middle class,7,62,0,0
468,2020,CA-QC Quebec,Fair,Never,Male,1941,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,9,79,0,0
469,2020,CA-QC Quebec,Very good,Daily,Male,1999,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Student,Government or public institution,Working class,9,21,0,0
470,2020,CA-SK Saskatchewan,Good,Daily,Female,1950,I am born in this country,Divorced,Master or equivalent (ISCED 7),Retired/pensioned,Government or public institution,Upper middle class,8,70,0,1
471,2020,CA-QC Quebec,Good,Daily,Female,1997,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Government or public institution,Lower middle class,6,23,1,1
472,2020,CA-ON Ontario,Very good,Daily,Female,1986,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,34,1,1
473,2020,CA-AB Alberta,Good,Never,Male,1965,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,10,55,1,0
474,2020,CA-QC Quebec,Good,Daily,Female,1997,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Student,Private business or industry,Lower middle class,8,23,0,1
475,2020,CA-ON Ontario,Fair,Never,Male,1961,I am born in this country,Married,Lower secondary education (ISCED 2),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,59,1,0
476,2020,CA-QC Quebec,Fair,Weekly,Female,1991,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Lower middle class,5,29,1,1
477,2020,CA-MB Manitoba,Fair,Never,Female,1966,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Lower middle class,5,54,0,1
478,2020,CA-ON Ontario,Very good,Daily,Male,1992,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper class,10,28,1,0
479,2020,CA-ON Ontario,Poor,Daily,Female,1981,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Not applicable; Never had a job,Lower middle class,9,39,0,1
480,2020,CA-NS Nouvelle-Ecosse,Good,Daily,Female,1962,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Working class,6,58,1,1
481,2020,CA-BC Colombie-Britannique,Good,Daily,Female,1999,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Upper middle class,7,21,0,1
482,2020,CA-BC Colombie-Britannique,Very good,Weekly,Male,1988,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper class,8,32,1,0
483,2020,CA-QC Quebec,Good,Less than monthly,Male,1980,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper class,9,40,1,0
484,2020,CA-AB Alberta,Fair,Daily,Female,1984,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,36,1,1
485,2020,CA-BC Colombie-Britannique,Poor,Daily,Male,1953,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Lower middle class,7,67,0,0
486,2020,CA-NS Nouvelle-Ecosse,Good,Less than monthly,Female,1991,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,29,1,1
487,2020,CA-QC Quebec,Good,Daily,Female,1955,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,5,65,1,1
488,2020,CA-ON Ontario,Fair,Never,Male,1975,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,5,45,1,0
489,2020,CA-BC Colombie-Britannique,Very good,Daily,Male,1975,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Working class,8,45,1,0
490,2020,CA-NB Nouveau-Brunswick,Good,Daily,Female,1946,I am born in this country,Divorced,Master or equivalent (ISCED 7),Retired/pensioned,Government or public institution,Lower middle class,8,74,0,1
491,2020,CA-ON Ontario,Poor,Never,Male,1989,I am born in this country,Single,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,10,31,0,0
492,2020,CA-ON Ontario,Fair,Daily,Male,1988,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,6,32,1,0
493,2020,CA-BC Colombie-Britannique,Fair,Daily,Female,1992,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Government or public institution,Working class,5,28,0,1
494,2020,CA-ON Ontario,Good,Daily,Female,1982,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Unemployed,Private business or industry,Lower middle class,3,38,0,1
495,2020,CA-NS Nouvelle-Ecosse,Fair,Daily,Male,1997,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Lower middle class,7,23,0,0
496,2020,CA-NL Terre-Neuve-et-Labrador,Good,Daily,Male,1976,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Not applicable; Never had a job,Working class,9,44,1,0
497,2020,CA-BC Colombie-Britannique,Good,Never,Female,1950,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,8,70,0,1
498,2020,CA-NB Nouveau-Brunswick,Good,Never,Female,1982,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,38,1,1
499,2020,CA-BC Colombie-Britannique,Very good,Daily,Male,1962,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Upper middle class,8,58,0,0
500,2020,CA-QC Quebec,Good,Daily,Male,1980,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Self employed,Private business or industry,Lower middle class,7,40,0,0
