year,province,health,social_media,sex,birth_year,immigrant,marital_status,education,emp_status,sector,social_class,life_satis
2020,CA-ON Ontario,Poor,Weekly,Female,1951,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private non-profit organization,Upper middle class,8
2020,CA-ON Ontario,Fair,Daily,Male,1954,I am born in this country,Married,Upper secondary education (ISCED 3),Self employed,Private business or industry,Lower middle class,9
2020,CA-AB Alberta,Good,Less than monthly,Female,1950,I am born in this country,Separated,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Lower class,7
2020,CA-SK Saskatchewan,Good,Daily,Female,1992,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Lower middle class,6
2020,CA-NS Nouvelle-Ecosse,Fair,Weekly,Female,1950,I am born in this country,Divorced,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Lower middle class,7
2020,CA-MB Manitoba,Good,Weekly,Male,1951,I am born in this country,Married,Primary education (ISCED 1),Retired/pensioned,Private business or industry,Working class,8
2020,CA-QC Quebec,Very good,Daily,Male,1991,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Upper middle class,8
2020,CA-ON Ontario,Good,Weekly,Female,1956,I am born in this country,Separated,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower class,7
2020,CA-AB Alberta,Good,Weekly,Male,1992,I am born in this country,Married,Upper secondary education (ISCED 3),Student,Private business or industry,Lower middle class,7
2020,CA-SK Saskatchewan,Very good,Weekly,Female,1975,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Working class,9
2020,CA-ON Ontario,Good,Daily,Male,1953,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,8
2020,CA-ON Ontario,Good,Weekly,Male,1970,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower middle class,8
2020,CA-ON Ontario,Good,Weekly,Female,1991,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,7
2020,CA-BC Colombie-Britannique,Good,Daily,Female,1961,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Lower middle class,6
2020,CA-ON Ontario,Good,Daily,Female,1991,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Student,Government or public institution,Lower middle class,8
2020,CA-ON Ontario,Fair,Never,Male,1946,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,7
2020,CA-ON Ontario,Good,Daily,Female,1982,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Upper middle class,7
2020,CA-ON Ontario,Fair,Daily,Female,1983,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Unemployed,Not applicable; Never had a job,Upper middle class,6
2020,CA-ON Ontario,Fair,Daily,Female,1993,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Working class,7
2020,CA-ON Ontario,Very good,Daily,Male,1965,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Lower middle class,8
2020,CA-NB Nouveau-Brunswick,Good,Daily,Male,1996,I am born in this country,Single,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Lower middle class,7
2020,CA-ON Ontario,Good,Less than monthly,Male,1953,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,8
2020,CA-QC Quebec,Very good,Daily,Female,1952,I am born in this country,Married,Lower secondary education (ISCED 2),Retired/pensioned,Private business or industry,Upper middle class,8
2020,CA-ON Ontario,Good,Daily,Male,1984,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,9
2020,CA-QC Quebec,Very good,Daily,Female,1997,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Upper middle class,10
2020,CA-AB Alberta,Good,Daily,Female,2002,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Not applicable; Never had a job,Lower middle class,7
2020,CA-QC Quebec,Good,Never,Female,1984,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,8
2020,CA-BC Colombie-Britannique,Very good,Daily,Male,1969,I am born in this country,Married,Master or equivalent (ISCED 7),Self employed,Private business or industry,Upper middle class,10
2020,CA-ON Ontario,Good,Less than monthly,Female,1988,I am an immigrant to this country (born outside this country),Single,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Lower middle class,6
2020,CA-QC Quebec,Poor,Never,Male,1972,I am born in this country,Single,Upper secondary education (ISCED 3),Homemaker not otherwise employed,Not applicable; Never had a job,Lower class,7
2020,CA-BC Colombie-Britannique,Good,Daily,Female,1954,I am born in this country,Widowed,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Upper middle class,8
2020,CA-ON Ontario,Very good,Daily,Female,1952,I am an immigrant to this country (born outside this country),Married,Primary education (ISCED 1),Retired/pensioned,Private non-profit organization,Lower middle class,8
2020,CA-BC Colombie-Britannique,Fair,Daily,Female,1994,I am born in this country,Married,Master or equivalent (ISCED 7),Homemaker not otherwise employed,Private business or industry,Upper middle class,6
2020,CA-ON Ontario,Good,Daily,Male,1965,I am born in this country,Separated,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7
2020,CA-AB Alberta,Good,Daily,Female,1964,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,7
2020,CA-AB Alberta,Good,Daily,Female,1972,I am born in this country,Married,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private non-profit organization,Lower middle class,9
2020,CA-ON Ontario,Poor,Daily,Female,1983,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Homemaker not otherwise employed,Government or public institution,Working class,5
2020,CA-ON Ontario,Good,Daily,Female,1990,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,6
2020,CA-ON Ontario,Good,Weekly,Female,1992,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,6
2020,CA-ON Ontario,Good,Daily,Female,1981,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,5
2020,CA-AB Alberta,Poor,Weekly,Female,1986,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Unemployed,Private business or industry,Lower class,1
2020,CA-SK Saskatchewan,Good,Daily,Female,1984,I am an immigrant to this country (born outside this country),Married,Lower secondary education (ISCED 2),Self employed,Private business or industry,Lower middle class,7
2020,CA-QC Quebec,Very good,Never,Male,1983,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8
2020,CA-ON Ontario,Good,Daily,Male,1982,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Upper middle class,8
2020,CA-QC Quebec,Good,Daily,Female,1984,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,6
2020,CA-ON Ontario,Very good,Never,Female,1943,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,8
2020,CA-BC Colombie-Britannique,Good,Never,Female,1981,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,9
2020,CA-ON Ontario,Fair,Weekly,Female,1958,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Part time (less than 30 hours a week),Private non-profit organization,Upper middle class,10
2020,CA-QC Quebec,Very good,Daily,Female,1993,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,10
2020,CA-QC Quebec,Good,Daily,Female,1970,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,8
2020,CA-ON Ontario,Very good,Daily,Female,1998,I am born in this country,Single,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private business or industry,Upper middle class,8
2020,CA-QC Quebec,Very good,Never,Male,1948,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,9
2020,CA-QC Quebec,Good,Daily,Female,1953,I am born in this country,Widowed,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Not applicable; Never had a job,Lower middle class,7
2020,CA-QC Quebec,Good,Daily,Male,1959,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,7
2020,CA-ON Ontario,Good,Daily,Male,1980,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Upper middle class,9
2020,CA-QC Quebec,Good,Daily,Male,1989,I am an immigrant to this country (born outside this country),Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Not applicable; Never had a job,Upper middle class,7
2020,CA-ON Ontario,Very good,Daily,Male,1963,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,9
2020,CA-ON Ontario,Good,Daily,Male,1957,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,8
