year,province,health,social_media,sex,birth_year,immigrant,marital_status,education,emp_status,sector,social_class,life_satis
2020,CA-ON Ontario,Poor,Never,Male,1989,I am born in this country,Single,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,10
2020,CA-ON Ontario,Fair,Daily,Male,1988,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,6
2020,CA-BC Colombie-Britannique,Fair,Daily,Female,1992,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Government or public institution,Working class,5
2020,CA-ON Ontario,Good,Daily,Female,1982,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Unemployed,Private business or industry,Lower middle class,3
2020,CA-NS Nouvelle-Ecosse,Fair,Daily,Male,1997,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Lower middle class,7
2020,CA-NL Terre-Neuve-et-Labrador,Good,Daily,Male,1976,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Not applicable; Never had a job,Working class,9
2020,CA-BC Colombie-Britannique,Good,Never,Female,1950,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,8
2020,CA-NB Nouveau-Brunswick,Good,Never,Female,1982,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Lower middle class,7
2020,CA-BC Colombie-Britannique,Very good,Daily,Male,1962,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Upper middle class,8
2020,CA-QC Quebec,Good,Daily,Male,1980,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Self employed,Private business or industry,Lower middle class,7
