,year,province,health,social_media,sex,birth_year,immigrant,marital_status,education,emp_status,sector,social_class,life_satis,age,employed,female
772,2020,CA-NB Nouveau-Brunswick,Very good,Daily,Female,1989,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower middle class,9,31,1,1
773,2020,CA-SK Saskatchewan,Good,Daily,Female,1971,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Private business or industry,Lower class,6,49,0,1
774,2020,CA-ON Ontario,Fair,Daily,Female,1955,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Not applicable; Never had a job,Working class,7,65,0,1
775,2020,CA-ON Ontario,Fair,Daily,Female,1983,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Private business or industry,Working class,4,37,0,1
776,2020,CA-ON Ontario,Fair,Daily,Female,1968,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Part time (less than 30 hours a week),Private business or industry,Upper middle class,8,52,0,1
777,2020,CA-ON Ontario,Very good,Never,Female,1947,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Lower middle class,9,73,0,1
778,2020,CA-NB Nouveau-Brunswick,Good,Less than monthly,Male,1954,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Lower middle class,8,66,0,0
779,2020,CA-QC Quebec,Good,Daily,Female,1958,I am born in this country,Separated,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,6,62,0,1
780,2020,CA-QC Quebec,Fair,Never,Female,1957,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Upper middle class,4,63,1,1
781,2020,CA-QC Quebec,Fair,Daily,Female,1979,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Part time (less than 30 hours a week),Government or public institution,Working class,6,41,0,1
782,2020,CA-SK Saskatchewan,Very poor,Daily,Female,1971,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Not applicable; Never had a job,Lower class,4,49,0,1
783,2020,CA-ON Ontario,Good,Daily,Female,1998,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Upper middle class,8,22,0,1
784,2020,CA-QC Quebec,Very good,Monthly,Female,1990,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,30,1,1
785,2020,CA-ON Ontario,Good,Daily,Female,1971,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Working class,8,49,1,1
786,2020,CA-QC Quebec,Very good,Monthly,Female,1981,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,39,1,1
787,2020,CA-ON Ontario,Very good,Daily,Female,1994,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,9,26,1,1
788,2020,CA-ON Ontario,Fair,Never,Male,1955,I am born in this country,Living together as married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Government or public institution,Lower middle class,5,65,0,0
789,2020,CA-BC Colombie-Britannique,Fair,Never,Female,1971,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Other,Government or public institution,Lower middle class,4,49,0,1
790,2020,CA-ON Ontario,Very good,Daily,Male,1961,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,59,1,0
791,2020,CA-QC Quebec,Good,Weekly,Female,1971,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Private non-profit organization,Lower middle class,7,49,0,1
792,2020,CA-ON Ontario,Good,Daily,Male,1985,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Part time (less than 30 hours a week),Private business or industry,Lower middle class,5,35,0,0
793,2020,CA-BC Colombie-Britannique,Good,Daily,Female,2000,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Student,Government or public institution,Upper middle class,9,20,0,1
794,2020,CA-AB Alberta,Very good,Daily,Female,1968,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Private business or industry,Upper middle class,6,52,0,1
795,2020,CA-QC Quebec,Good,Daily,Female,1981,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Working class,6,39,1,1
796,2020,CA-AB Alberta,Good,Daily,Male,1960,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Working class,4,60,0,0
797,2020,CA-NS Nouvelle-Ecosse,Fair,Daily,Female,1966,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Other,Government or public institution,Working class,8,54,0,1
798,2020,CA-ON Ontario,Very good,Weekly,Male,1936,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,9,84,0,0
799,2020,CA-AB Alberta,Good,Daily,Female,1942,I am born in this country,Widowed,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,8,78,0,1
800,2020,CA-QC Quebec,Good,Daily,Male,1947,I am born in this country,Married,Lower secondary education (ISCED 2),Retired/pensioned,Government or public institution,Upper middle class,9,73,0,0
801,2020,CA-ON Ontario,Good,Daily,Male,1988,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Working class,7,32,1,0
802,2020,CA-ON Ontario,Very good,Daily,Male,1995,I am born in this country,Single,Lower secondary education (ISCED 2),Full time (30 hours a week or more),Government or public institution,Upper middle class,4,25,1,0
803,2020,CA-QC Quebec,Good,Daily,Female,1960,I am born in this country,Separated,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private non-profit organization,Working class,8,60,1,1
804,2020,CA-AB Alberta,Good,Weekly,Female,1965,I am born in this country,Divorced,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Not applicable; Never had a job,Upper middle class,7,55,1,1
805,2020,CA-ON Ontario,Fair,Daily,Female,1993,I am born in this country,Single,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,27,1,1
806,2020,CA-ON Ontario,Good,Daily,Male,1958,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,62,1,0
807,2020,CA-ON Ontario,Good,Daily,Male,1998,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Lower middle class,9,22,0,0
808,2020,CA-MB Manitoba,Good,Daily,Female,1982,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Lower middle class,7,38,0,1
809,2020,CA-ON Ontario,Good,Daily,Female,1969,I am born in this country,Living together as married,Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,51,1,1
810,2020,CA-QC Quebec,Fair,Never,Male,1955,I am born in this country,Widowed,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Lower middle class,5,65,0,0
811,2020,CA-ON Ontario,Good,Never,Female,1972,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,48,1,1
812,2020,CA-AB Alberta,Fair,Less than monthly,Female,1953,I am born in this country,Widowed,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower class,6,67,0,1
813,2020,CA-ON Ontario,Very good,Monthly,Male,1951,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Private business or industry,Upper class,8,69,0,0
814,2020,CA-QC Quebec,Very good,Weekly,Male,1981,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Unemployed,Private business or industry,Lower middle class,8,39,0,0
815,2020,CA-ON Ontario,Good,Daily,Male,1986,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,34,1,0
816,2020,CA-MB Manitoba,Good,Daily,Female,1996,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Government or public institution,Upper middle class,8,24,0,1
817,2020,CA-AB Alberta,Fair,Less than monthly,Male,1967,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,53,1,0
818,2020,CA-ON Ontario,Good,Daily,Female,1984,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Student,Private business or industry,Lower middle class,7,36,0,1
819,2020,CA-QC Quebec,Good,Never,Male,1980,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,7,40,1,0
820,2020,CA-QC Quebec,Good,Never,Female,1984,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,36,1,1
821,2020,CA-ON Ontario,Poor,Daily,Female,1984,I am an immigrant to this country (born outside this country),Married,Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Government or public institution,Upper middle class,4,36,1,1
822,2020,CA-MB Manitoba,Fair,Daily,Male,1988,I am an immigrant to this country (born outside this country),Widowed,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Upper middle class,5,32,1,0
823,2020,CA-ON Ontario,Good,Daily,Male,1951,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Lower middle class,8,69,1,0
824,2020,CA-ON Ontario,Fair,Weekly,Male,1992,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,28,1,0
825,2020,CA-BC Colombie-Britannique,Good,Weekly,Male,1956,I am an immigrant to this country (born outside this country),Married,Upper secondary education (ISCED 3),Retired/pensioned,Not applicable; Never had a job,Upper middle class,6,64,0,0
826,2020,CA-QC Quebec,Good,Daily,Male,1993,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,6,27,1,0
827,2020,CA-QC Quebec,Very good,Weekly,Female,1965,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Unemployed,Not applicable; Never had a job,Working class,8,55,0,1
828,2020,CA-ON Ontario,Very good,Daily,Female,1992,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,10,28,1,1
829,2020,CA-BC Colombie-Britannique,Very poor,Daily,Male,1965,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Retired/pensioned,Government or public institution,Upper middle class,3,55,0,0
830,2020,CA-ON Ontario,Good,Daily,Female,1972,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,48,1,1
831,2020,CA-ON Ontario,Good,Daily,Female,1950,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private non-profit organization,Lower class,9,70,0,1
832,2020,CA-ON Ontario,Very poor,Less than monthly,Male,1966,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Unemployed,Government or public institution,Upper middle class,3,54,0,0
833,2020,CA-BC Colombie-Britannique,Good,Monthly,Female,1941,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Upper middle class,9,79,0,1
834,2020,CA-ON Ontario,Good,Daily,Male,1958,I am an immigrant to this country (born outside this country),Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Working class,8,62,1,0
835,2020,CA-PE Ile-du-Prince-Edouard,Very good,Daily,Female,1974,I am born in this country,Single,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Working class,4,46,1,1
836,2020,CA-QC Quebec,Good,Daily,Female,1965,I am born in this country,Single,Upper secondary education (ISCED 3),Other,Not applicable; Never had a job,Lower class,8,55,0,1
837,2020,CA-ON Ontario,Fair,Daily,Female,1995,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,4,25,1,1
838,2020,CA-ON Ontario,Fair,Weekly,Female,1980,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Working class,8,40,1,1
839,2020,CA-AB Alberta,Good,Weekly,Female,1985,I am born in this country,Single,Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Government or public institution,Upper middle class,6,35,1,1
840,2020,CA-SK Saskatchewan,Fair,Daily,Female,1957,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,63,1,1
841,2020,CA-QC Quebec,Good,Daily,Male,1973,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,47,1,0
842,2020,CA-BC Colombie-Britannique,Fair,Never,Male,1967,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,53,1,0
843,2020,CA-ON Ontario,Fair,Daily,Female,1957,I am an immigrant to this country (born outside this country),Divorced,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Working class,3,63,1,1
844,2020,CA-NS Nouvelle-Ecosse,Fair,Daily,Male,1972,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,48,1,0
845,2020,CA-ON Ontario,Very good,Weekly,Female,1949,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Upper middle class,9,71,0,1
846,2020,CA-AB Alberta,Poor,Daily,Female,2000,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Student,Private non-profit organization,Upper middle class,7,20,0,1
847,2020,CA-SK Saskatchewan,Good,Daily,Male,1950,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,7,70,0,0
848,2020,CA-ON Ontario,Good,Monthly,Male,1961,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,59,1,0
849,2020,CA-QC Quebec,Fair,Never,Male,1960,I am born in this country,Single,Lower secondary education (ISCED 2),Retired/pensioned,Not applicable; Never had a job,Lower middle class,6,60,0,0
850,2020,CA-QC Quebec,Good,Daily,Female,1989,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private non-profit organization,Upper class,9,31,1,1
851,2020,CA-QC Quebec,Good,Daily,Female,1985,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,35,1,1
852,2020,CA-NS Nouvelle-Ecosse,Good,Monthly,Male,1997,I am born in this country,Single,Don't know,Full time (30 hours a week or more),Government or public institution,Working class,5,23,1,0
853,2020,CA-QC Quebec,Good,Never,Male,1970,I am born in this country,Single,Upper secondary education (ISCED 3),Self employed,Private business or industry,Upper middle class,5,50,0,0
854,2020,CA-QC Quebec,Good,Daily,Female,1960,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,9,60,0,1
855,2020,CA-AB Alberta,Very good,Monthly,Male,1947,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Upper middle class,8,73,0,0
856,2020,CA-BC Colombie-Britannique,Good,Never,Male,1972,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,48,1,0
857,2020,CA-QC Quebec,Good,Daily,Male,1985,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Self employed,Private business or industry,Lower middle class,6,35,0,0
858,2020,CA-ON Ontario,Good,Monthly,Female,1967,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,53,1,1
859,2020,CA-QC Quebec,Good,Daily,Male,1975,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,7,45,1,0
860,2020,CA-ON Ontario,Very good,Daily,Female,1984,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,9,36,1,1
861,2020,CA-ON Ontario,Good,Weekly,Male,1990,I am born in this country,Single,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Upper middle class,6,30,1,0
862,2020,CA-ON Ontario,Good,Daily,Female,1956,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Lower middle class,7,64,0,1
863,2020,CA-QC Quebec,Very good,Daily,Female,1994,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,26,1,1
864,2020,CA-ON Ontario,Good,Daily,Male,1982,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Working class,8,38,0,0
865,2020,CA-BC Colombie-Britannique,Very good,Daily,Female,1989,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Government or public institution,Upper middle class,9,31,0,1
866,2020,CA-ON Ontario,Good,Daily,Female,1973,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Unemployed,Government or public institution,Lower middle class,7,47,0,1
867,2020,CA-QC Quebec,Very good,Daily,Male,1981,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,10,39,1,0
868,2020,CA-ON Ontario,Good,Daily,Male,1946,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Lower middle class,7,74,0,0
869,2020,CA-NB Nouveau-Brunswick,Good,Daily,Female,1970,I am born in this country,Divorced,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Working class,6,50,1,1
870,2020,CA-QC Quebec,Fair,Weekly,Male,1966,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,6,54,1,0
871,2020,CA-QC Quebec,Good,Weekly,Female,1960,I am born in this country,Married,Upper secondary education (ISCED 3),Self employed,Not applicable; Never had a job,Lower middle class,8,60,0,1
872,2020,CA-QC Quebec,Very good,Never,Female,1942,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Upper class,9,78,0,1
873,2020,CA-ON Ontario,Good,Daily,Female,1992,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private non-profit organization,Working class,7,28,1,1
874,2020,CA-SK Saskatchewan,Fair,Never,Female,1955,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Private business or industry,Working class,7,65,0,1
875,2020,CA-NB Nouveau-Brunswick,Fair,Daily,Female,1995,I am born in this country,Single,Upper secondary education (ISCED 3),Unemployed,Private non-profit organization,Working class,3,25,0,1
876,2020,CA-ON Ontario,Poor,Weekly,Male,1958,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Working class,7,62,0,0
877,2020,CA-BC Colombie-Britannique,Good,Never,Male,1959,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,61,1,0
878,2020,CA-QC Quebec,Good,Daily,Female,1944,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private non-profit organization,Upper middle class,8,76,0,1
879,2020,CA-ON Ontario,Fair,Daily,Male,1992,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,6,28,1,0
880,2020,CA-QC Quebec,Good,Weekly,Female,1993,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,27,1,1
881,2020,CA-ON Ontario,Good,Weekly,Male,1977,I am born in this country,Separated,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,4,43,1,0
882,2020,CA-ON Ontario,Good,Daily,Female,1975,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,45,1,1
883,2020,CA-ON Ontario,Fair,Daily,Female,1997,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,23,1,1
884,2020,CA-ON Ontario,Fair,Daily,Female,1946,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private non-profit organization,Lower class,2,74,0,1
885,2020,CA-BC Colombie-Britannique,Very good,Daily,Female,1954,I am an immigrant to this country (born outside this country),Living together as married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Working class,8,66,0,1
886,2020,CA-QC Quebec,Good,Daily,Male,1942,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Upper middle class,7,78,0,0
887,2020,CA-AB Alberta,Very good,Daily,Female,1952,I am born in this country,Married,Lower secondary education (ISCED 2),Retired/pensioned,Private business or industry,Upper middle class,9,68,0,1
888,2020,CA-NS Nouvelle-Ecosse,Fair,Less than monthly,Female,1983,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,37,1,1
889,2020,CA-QC Quebec,Good,Daily,Female,1997,I am born in this country,Single,Master or equivalent (ISCED 7),Student,Government or public institution,Lower middle class,9,23,0,1
890,2020,CA-SK Saskatchewan,Good,Daily,Female,1974,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Homemaker not otherwise employed,Private non-profit organization,Lower class,5,46,0,1
891,2020,CA-BC Colombie-Britannique,Good,Less than monthly,Female,1985,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,35,1,1
892,2020,CA-SK Saskatchewan,Fair,Never,Male,1967,I am born in this country,Divorced,Upper secondary education (ISCED 3),Unemployed,Private business or industry,Lower middle class,4,53,0,0
893,2020,CA-QC Quebec,Fair,Weekly,Male,1944,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Working class,8,76,0,0
894,2020,CA-BC Colombie-Britannique,Good,Less than monthly,Female,1983,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,8,37,1,1
895,2020,CA-BC Colombie-Britannique,Very good,Never,Female,1972,I am an immigrant to this country (born outside this country),Separated,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,6,48,1,1
896,2020,CA-ON Ontario,Good,Daily,Female,1987,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,33,1,1
897,2020,CA-BC Colombie-Britannique,Fair,Daily,Female,1952,I am an immigrant to this country (born outside this country),Divorced,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,3,68,0,1
898,2020,CA-QC Quebec,Good,Daily,Male,1980,I am born in this country,Married,Upper secondary education (ISCED 3),Homemaker not otherwise employed,Not applicable; Never had a job,Working class,8,40,0,0
899,2020,CA-ON Ontario,Poor,Less than monthly,Male,1994,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Not applicable; Never had a job,Lower middle class,5,26,0,0
900,2020,CA-BC Colombie-Britannique,Good,Never,Female,1976,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Working class,8,44,1,1
901,2020,CA-QC Quebec,Poor,Weekly,Female,1968,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Private non-profit organization,Working class,7,52,0,1
902,2020,CA-AB Alberta,Good,Daily,Male,1970,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,6,50,1,0
903,2020,CA-ON Ontario,Very good,Daily,Male,1992,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,8,28,1,0
904,2020,CA-ON Ontario,Fair,Never,Male,1968,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,52,1,0
905,2020,CA-ON Ontario,Good,Weekly,Male,1987,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,33,1,0
906,2020,CA-ON Ontario,Good,Never,Male,1960,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Private business or industry,Upper middle class,8,60,0,0
907,2020,CA-SK Saskatchewan,Good,Daily,Male,1966,I am an immigrant to this country (born outside this country),Married,Short-cycle tertiary education (ISCED 5),Self employed,Private business or industry,Working class,7,54,0,0
908,2020,CA-ON Ontario,Fair,Never,Male,1962,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,7,58,1,0
909,2020,CA-ON Ontario,Poor,Daily,Male,1995,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Not applicable; Never had a job,Lower middle class,3,25,0,0
910,2020,CA-SK Saskatchewan,Good,Daily,Female,1961,I am an immigrant to this country (born outside this country),Divorced,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,59,1,1
911,2020,CA-BC Colombie-Britannique,Good,Daily,Male,1962,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,58,1,0
912,2020,CA-ON Ontario,Good,Daily,Female,1987,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Unemployed,Private business or industry,Upper middle class,5,33,0,1
913,2020,CA-AB Alberta,Good,Daily,Male,1949,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Upper middle class,8,71,0,0
914,2020,CA-ON Ontario,Good,Daily,Female,1995,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper class,7,25,1,1
915,2020,CA-BC Colombie-Britannique,Good,Daily,Male,1975,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,45,1,0
916,2020,CA-ON Ontario,Fair,Never,Female,1971,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,49,1,1
917,2020,CA-AB Alberta,Very good,Daily,Female,1993,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Working class,9,27,1,1
918,2020,CA-ON Ontario,Good,Daily,Female,1998,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Unemployed,Private non-profit organization,Upper middle class,7,22,0,1
919,2020,CA-NS Nouvelle-Ecosse,Good,Daily,Female,1976,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Homemaker not otherwise employed,Not applicable; Never had a job,Lower middle class,8,44,0,1
920,2020,CA-ON Ontario,Good,Never,Male,1950,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Lower middle class,8,70,0,0
921,2020,CA-QC Quebec,Good,Never,Male,1955,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,8,65,0,0
