,year,province,health,social_media,sex,birth_year,immigrant,marital_status,education,emp_status,sector,social_class,life_satis,age,employed,female
1,2020,CA-ON Ontario,Fair,Daily,Female,1944,I am born in this country,Separated,Master or equivalent (ISCED 7),Retired/pensioned,Private non-profit organization,Upper middle class,5,76,0,1
2,2020,CA-ON Ontario,Poor,Never,Male,1951,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Upper middle class,8,69,0,0
3,2020,CA-BC Colombie-Britannique,Good,Daily,Female,1984,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private non-profit organization,Lower middle class,9,36,0,1
4,2020,CA-ON Ontario,Fair,Weekly,Male,1975,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,7,45,1,0
5,2020,CA-ON Ontario,Poor,Daily,Male,1988,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,1,32,1,0
6,2020,CA-BC Colombie-Britannique,Good,Weekly,Male,1982,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,38,1,0
7,2020,CA-ON Ontario,Very good,Daily,Male,1981,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Self employed,Private business or industry,Upper middle class,9,39,0,0
8,2020,CA-ON Ontario,Good,Daily,Female,1985,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Unemployed,Private business or industry,Lower middle class,6,35,0,1
9,2020,CA-ON Ontario,Good,Never,Male,1955,I am born in this country,Widowed,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Working class,7,65,0,0
10,2020,CA-ON Ontario,Good,Daily,Male,1989,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Upper middle class,6,31,1,0
11,2020,CA-ON Ontario,Very good,Daily,Female,1993,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,27,1,1
12,2020,CA-ON Ontario,Very good,Daily,Male,1987,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,10,33,1,0
13,2020,CA-ON Ontario,Good,Daily,Male,1954,I am born in this country,Widowed,Lower secondary education (ISCED 2),Retired/pensioned,Private business or industry,Upper middle class,8,66,0,0
14,2020,CA-ON Ontario,Good,Daily,Female,1970,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Homemaker not otherwise employed,Private business or industry,Upper middle class,10,50,0,1
15,2020,CA-QC Quebec,Good,Daily,Female,1999,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Student,Private business or industry,Lower middle class,6,21,0,1
16,2020,CA-ON Ontario,Good,Monthly,Male,1986,I am born in this country,Living together as married,Lower secondary education (ISCED 2),Self employed,Government or public institution,Upper class,7,34,0,0
17,2020,CA-ON Ontario,Good,Daily,Female,1946,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,9,74,0,1
18,2020,CA-ON Ontario,Fair,Never,Female,1973,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,47,1,1
19,2020,CA-QC Quebec,Fair,Daily,Female,1969,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,3,51,1,1
20,2020,CA-NB Nouveau-Brunswick,Good,Daily,Female,1984,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Upper middle class,8,36,1,1
21,2020,CA-ON Ontario,Good,Daily,Male,1987,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,33,1,0
22,2020,CA-AB Alberta,Fair,Never,Male,1948,I am born in this country,Widowed,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Upper middle class,8,72,0,0
23,2020,CA-MB Manitoba,Very good,Daily,Male,1995,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Private business or industry,Lower middle class,7,25,0,0
24,2020,CA-SK Saskatchewan,Good,Less than monthly,Male,1978,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,42,1,0
25,2020,CA-AB Alberta,Good,Monthly,Female,1991,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Working class,8,29,1,1
26,2020,CA-QC Quebec,Very good,Daily,Male,1990,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,30,1,0
27,2020,CA-BC Colombie-Britannique,Good,Daily,Male,1955,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Self employed,Private business or industry,Upper middle class,9,65,0,0
28,2020,CA-QC Quebec,Good,Daily,Female,2001,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Government or public institution,Upper middle class,6,19,0,1
29,2020,CA-BC Colombie-Britannique,Poor,Never,Male,1953,I am born in this country,Married,Upper secondary education (ISCED 3),Unemployed,Private business or industry,Lower middle class,9,67,0,0
30,2020,CA-QC Quebec,Good,Less than monthly,Male,1982,I am born in this country,Separated,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,38,1,0
31,2020,CA-ON Ontario,Good,Monthly,Male,1972,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,6,48,1,0
32,2020,CA-ON Ontario,Very poor,Daily,Male,1979,I am born in this country,Single,Upper secondary education (ISCED 3),Unemployed,Government or public institution,Lower class,1,41,0,0
33,2020,CA-ON Ontario,Fair,Never,Female,1968,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Private business or industry,Lower middle class,7,52,0,1
34,2020,CA-NB Nouveau-Brunswick,Fair,Daily,Female,1986,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Private non-profit organization,Lower class,4,34,0,1
35,2020,CA-ON Ontario,Good,Monthly,Male,1977,I am an immigrant to this country (born outside this country),Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Upper middle class,7,43,1,0
36,2020,CA-QC Quebec,Fair,Weekly,Male,1990,I am born in this country,Single,Upper secondary education (ISCED 3),Self employed,Not applicable; Never had a job,Working class,7,30,0,0
37,2020,CA-AB Alberta,Poor,Daily,Female,1976,I am born in this country,Separated,Post-secondary non-tertiary education (ISCED 4),Other,Private business or industry,Lower middle class,4,44,0,1
38,2020,CA-BC Colombie-Britannique,Good,Daily,Female,1993,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Student,Government or public institution,Lower middle class,6,27,0,1
39,2020,CA-ON Ontario,Good,Daily,Female,1960,I am an immigrant to this country (born outside this country),Married,Short-cycle tertiary education (ISCED 5),Self employed,Private business or industry,Upper middle class,7,60,0,1
40,2020,CA-ON Ontario,Good,Daily,Female,2001,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Upper middle class,8,19,0,1
41,2020,CA-BC Colombie-Britannique,Good,Never,Male,1990,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,6,30,1,0
42,2020,CA-AB Alberta,Good,Daily,Male,1984,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,36,1,0
43,2020,CA-BC Colombie-Britannique,Fair,Daily,Female,1987,I am born in this country,Married,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private business or industry,Lower middle class,5,33,0,1
44,2020,CA-ON Ontario,Good,Daily,Female,1980,I am born in this country,Separated,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Not applicable; Never had a job,Lower middle class,7,40,1,1
45,2020,CA-ON Ontario,Very good,Daily,Female,1993,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Government or public institution,Lower middle class,8,27,0,1
46,2020,CA-ON Ontario,Good,Daily,Female,1969,I am born in this country,Divorced,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Upper middle class,9,51,1,1
47,2020,CA-ON Ontario,Fair,Daily,Male,1996,I am born in this country,Single,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private business or industry,Upper middle class,6,24,1,0
48,2020,CA-ON Ontario,Good,Weekly,Male,1970,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Self employed,Not applicable; Never had a job,Lower middle class,8,50,0,0
49,2020,CA-ON Ontario,Very good,Daily,Female,1990,I am born in this country,Living together as married,Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Private business or industry,Upper middle class,9,30,1,1
50,2020,CA-ON Ontario,Very good,Daily,Female,1981,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Upper middle class,8,39,0,1
51,2020,CA-BC Colombie-Britannique,Good,Daily,Male,1982,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,8,38,1,0
52,2020,CA-ON Ontario,Good,Never,Male,1962,I am born in this country,Single,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,9,58,0,0
53,2020,CA-AB Alberta,Very good,Daily,Male,1987,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,9,33,1,0
54,2020,CA-ON Ontario,Good,Daily,Male,1977,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Self employed,Not applicable; Never had a job,Lower class,7,43,0,0
55,2020,CA-ON Ontario,Very good,Daily,Male,1971,I am born in this country,Single,Lower secondary education (ISCED 2),Part time (less than 30 hours a week),Private business or industry,Lower middle class,7,49,0,0
56,2020,CA-ON Ontario,Fair,Daily,Male,1981,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Unemployed,Private business or industry,Working class,3,39,0,0
57,2020,CA-NS Nouvelle-Ecosse,Good,Daily,Male,1948,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Lower middle class,8,72,0,0
58,2020,CA-AB Alberta,Good,Never,Male,1965,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,10,55,1,0
59,2020,CA-ON Ontario,Good,Less than monthly,Male,1990,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper class,6,30,1,0
60,2020,CA-SK Saskatchewan,Good,Daily,Female,1988,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,8,32,1,1
61,2020,CA-QC Quebec,Good,Daily,Female,1998,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Lower middle class,8,22,0,1
62,2020,CA-BC Colombie-Britannique,Fair,Daily,Male,1969,I am born in this country,Living together as married,Primary education (ISCED 1),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,51,1,0
63,2020,CA-QC Quebec,Good,Weekly,Female,1977,I am born in this country,Single,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Lower middle class,6,43,1,1
64,2020,CA-QC Quebec,Fair,Monthly,Male,1998,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Student,Not applicable; Never had a job,Working class,8,22,0,0
65,2020,CA-NB Nouveau-Brunswick,Fair,Daily,Male,1953,I am born in this country,Married,Master or equivalent (ISCED 7),Part time (less than 30 hours a week),Private non-profit organization,Upper middle class,8,67,0,0
66,2020,CA-ON Ontario,Good,Weekly,Male,1945,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Unemployed,Private business or industry,Lower middle class,6,75,0,0
67,2020,CA-ON Ontario,Very good,Daily,Female,1978,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,10,42,1,1
68,2020,CA-QC Quebec,Fair,Daily,Male,1989,I am born in this country,Separated,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Not applicable; Never had a job,Lower middle class,5,31,1,0
69,2020,CA-QC Quebec,Good,Daily,Male,1976,I am born in this country,Living together as married,Primary education (ISCED 1),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,44,1,0
70,2020,CA-ON Ontario,Good,Never,Male,1964,I am born in this country,Married,Primary education (ISCED 1),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,56,1,0
71,2020,CA-QC Quebec,Very good,Weekly,Female,1952,I am born in this country,Divorced,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Government or public institution,Lower middle class,9,68,0,1
72,2020,CA-BC Colombie-Britannique,Fair,Daily,Male,1991,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,29,1,0
73,2020,CA-QC Quebec,Good,Daily,Female,1994,I am an immigrant to this country (born outside this country),Living together as married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Not applicable; Never had a job,Upper middle class,8,26,1,1
74,2020,CA-QC Quebec,Very good,Weekly,Female,1991,I am born in this country,Living together as married,Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Private non-profit organization,Upper class,10,29,1,1
75,2020,CA-ON Ontario,Fair,Daily,Female,1985,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Working class,5,35,1,1
76,2020,CA-MB Manitoba,Very good,Never,Male,1988,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,10,32,1,0
77,2020,CA-QC Quebec,Fair,Daily,Male,1974,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,46,1,0
78,2020,CA-QC Quebec,Very good,Daily,Male,1988,I am born in this country,Single,Lower secondary education (ISCED 2),Unemployed,Not applicable; Never had a job,Lower class,7,32,0,0
79,2020,CA-QC Quebec,Good,Less than monthly,Male,1980,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper class,9,40,1,0
80,2020,CA-PE Ile-du-Prince-Edouard,Fair,Daily,Male,1996,I am born in this country,Living together as married,Short-cycle tertiary education (ISCED 5),Part time (less than 30 hours a week),Private business or industry,Lower class,1,24,0,0
81,2020,CA-ON Ontario,Fair,Daily,Male,1982,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Working class,8,38,1,0
82,2020,CA-BC Colombie-Britannique,Very good,Daily,Female,1991,I am an immigrant to this country (born outside this country),Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,29,1,1
83,2020,CA-ON Ontario,Good,Daily,Female,1954,I am an immigrant to this country (born outside this country),Widowed,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,66,1,1
84,2020,CA-AB Alberta,Good,Never,Female,1989,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,31,1,1
85,2020,CA-NB Nouveau-Brunswick,Fair,Daily,Female,1975,I am born in this country,Single,Lower secondary education (ISCED 2),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,8,45,1,1
86,2020,CA-MB Manitoba,Good,Daily,Female,1995,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Government or public institution,Lower middle class,8,25,0,1
87,2020,CA-ON Ontario,Good,Daily,Male,1976,I am born in this country,Married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower middle class,5,44,1,0
88,2020,CA-QC Quebec,Good,Never,Male,1958,I am born in this country,Married,Lower secondary education (ISCED 2),Retired/pensioned,Not applicable; Never had a job,Upper middle class,8,62,0,0
89,2020,CA-AB Alberta,Good,Monthly,Female,1974,I am born in this country,Divorced,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Lower middle class,6,46,1,1
90,2020,CA-SK Saskatchewan,Good,Daily,Female,1969,I am born in this country,Divorced,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Lower middle class,4,51,1,1
91,2020,CA-QC Quebec,Fair,Daily,Female,1987,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Student,Private business or industry,Working class,7,33,0,1
92,2020,CA-ON Ontario,Fair,Daily,Male,1967,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Unemployed,Private business or industry,Working class,6,53,0,0
93,2020,CA-QC Quebec,Good,Daily,Male,1987,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Lower middle class,7,33,1,0
94,2020,CA-ON Ontario,Poor,Weekly,Female,1991,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Student,Not applicable; Never had a job,Lower middle class,2,29,0,1
95,2020,CA-ON Ontario,Good,Daily,Female,1982,I am an immigrant to this country (born outside this country),Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,9,38,1,1
96,2020,CA-AB Alberta,Fair,Daily,Female,1987,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,4,33,1,1
97,2020,CA-ON Ontario,Fair,Never,Male,1992,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,6,28,1,0
98,2020,CA-AB Alberta,Poor,Daily,Male,1973,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Government or public institution,Lower middle class,5,47,0,0
99,2020,CA-ON Ontario,Good,Daily,Female,1997,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,6,23,1,1
100,2020,CA-AB Alberta,Good,Daily,Male,1980,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,40,1,0
101,2020,CA-SK Saskatchewan,Good,Daily,Female,1987,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Upper middle class,7,33,1,1
102,2020,CA-ON Ontario,Good,Daily,Female,1952,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Upper middle class,8,68,0,1
103,2020,CA-BC Colombie-Britannique,Very good,Daily,Female,1969,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Upper middle class,8,51,1,1
104,2020,CA-ON Ontario,Very poor,Weekly,Female,1990,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Private business or industry,Working class,6,30,0,1
105,2020,CA-QC Quebec,Good,Weekly,Male,1969,I am born in this country,Single,Upper secondary education (ISCED 3),Self employed,Private non-profit organization,Lower middle class,6,51,0,0
106,2020,CA-MB Manitoba,Fair,Daily,Female,1940,I am born in this country,Widowed,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Lower class,9,80,0,1
107,2020,CA-BC Colombie-Britannique,Good,Never,Male,1970,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Government or public institution,Lower middle class,7,50,0,0
108,2020,CA-ON Ontario,Good,Weekly,Male,2001,I am born in this country,Single,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private business or industry,Upper middle class,3,19,0,0
109,2020,CA-ON Ontario,Good,Never,Female,1994,I am an immigrant to this country (born outside this country),Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Working class,7,26,1,1
110,2020,CA-AB Alberta,Fair,Never,Female,1966,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Unemployed,Private business or industry,Lower class,8,54,0,1
111,2020,CA-QC Quebec,Very good,Daily,Male,1990,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Not applicable; Never had a job,Upper middle class,10,30,0,0
112,2020,CA-SK Saskatchewan,Good,Daily,Female,1982,I am born in this country,Married,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private business or industry,Working class,6,38,0,1
113,2020,CA-NB Nouveau-Brunswick,Fair,Daily,Male,1987,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Lower middle class,7,33,1,0
114,2020,CA-ON Ontario,Good,Weekly,Female,1933,I am born in this country,Widowed,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Upper middle class,8,87,0,1
115,2020,CA-QC Quebec,Fair,Daily,Female,1997,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Student,Private business or industry,Upper middle class,5,23,0,1
116,2020,CA-QC Quebec,Good,Less than monthly,Female,1970,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Lower middle class,6,50,1,1
117,2020,CA-ON Ontario,Very good,Daily,Male,1990,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,30,1,0
118,2020,CA-NB Nouveau-Brunswick,Fair,Daily,Female,1993,I am born in this country,Separated,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Government or public institution,Working class,5,27,0,1
119,2020,CA-AB Alberta,Fair,Never,Female,1975,I am born in this country,Single,Lower secondary education (ISCED 2),Unemployed,Government or public institution,Lower class,3,45,0,1
120,2020,CA-QC Quebec,Poor,Daily,Female,1999,I am born in this country,Living together as married,Post-secondary non-tertiary education (ISCED 4),Student,Private business or industry,Upper middle class,7,21,0,1
121,2020,CA-BC Colombie-Britannique,Good,Daily,Female,1997,I am an immigrant to this country (born outside this country),Single,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private non-profit organization,Upper middle class,6,23,0,1
122,2020,CA-QC Quebec,Very good,Daily,Female,1993,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,10,27,1,1
123,2020,CA-AB Alberta,Good,Daily,Female,1986,I am born in this country,Married,Primary education (ISCED 1),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,34,1,1
124,2020,CA-AB Alberta,Good,Daily,Male,1966,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,54,1,0
125,2020,CA-QC Quebec,Good,Daily,Female,1978,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Not applicable; Never had a job,Upper middle class,8,42,1,1
126,2020,CA-ON Ontario,Fair,Weekly,Male,2002,I am an immigrant to this country (born outside this country),Single,Post-secondary non-tertiary education (ISCED 4),Student,Not applicable; Never had a job,Working class,5,18,0,0
127,2020,CA-BC Colombie-Britannique,Fair,Monthly,Female,1994,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,6,26,1,1
128,2020,CA-ON Ontario,Good,Daily,Female,1955,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,7,65,0,1
129,2020,CA-ON Ontario,Good,Never,Female,1986,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,34,1,1
130,2020,CA-AB Alberta,Good,Daily,Male,1989,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,8,31,1,0
131,2020,CA-ON Ontario,Fair,Daily,Male,1971,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Lower class,4,49,0,0
132,2020,CA-AB Alberta,Fair,Daily,Female,1982,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Homemaker not otherwise employed,Private business or industry,Lower middle class,7,38,0,1
133,2020,CA-QC Quebec,Good,Weekly,Male,1998,I am an immigrant to this country (born outside this country),Single,Upper secondary education (ISCED 3),Student,Not applicable; Never had a job,Upper middle class,5,22,0,0
134,2020,CA-QC Quebec,Very good,Never,Female,1951,I am born in this country,Divorced,Lower secondary education (ISCED 2),Retired/pensioned,Private business or industry,Upper middle class,8,69,0,1
135,2020,CA-BC Colombie-Britannique,Fair,Never,Male,1964,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Working class,9,56,0,0
136,2020,CA-ON Ontario,Fair,Less than monthly,Female,1982,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,7,38,1,1
137,2020,CA-QC Quebec,Fair,Daily,Female,1994,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Student,Not applicable; Never had a job,Upper middle class,7,26,0,1
138,2020,CA-NS Nouvelle-Ecosse,Good,Daily,Female,1959,I am born in this country,Divorced,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Private non-profit organization,Lower middle class,8,61,0,1
139,2020,CA-ON Ontario,Good,Daily,Female,1972,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Upper middle class,8,48,1,1
140,2020,CA-AB Alberta,Very poor,Never,Male,1950,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Working class,2,70,0,0
141,2020,CA-QC Quebec,Good,Never,Male,1946,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,10,74,0,0
142,2020,CA-ON Ontario,Very good,Daily,Male,1956,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Government or public institution,Upper middle class,7,64,0,0
143,2020,CA-MB Manitoba,Good,Daily,Male,1954,I am born in this country,Single,Upper secondary education (ISCED 3),Retired/pensioned,Government or public institution,Lower middle class,8,66,0,0
144,2020,CA-ON Ontario,Good,Daily,Female,1986,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Upper middle class,10,34,1,1
145,2020,CA-ON Ontario,Good,Never,Female,1959,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Lower middle class,8,61,0,1
146,2020,CA-ON Ontario,Good,Less than monthly,Male,1962,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Not applicable; Never had a job,Working class,10,58,0,0
147,2020,CA-ON Ontario,Fair,Daily,Male,1959,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private non-profit organization,Lower middle class,6,61,0,0
148,2020,CA-ON Ontario,Fair,Daily,Male,1986,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Unemployed,Private business or industry,Lower middle class,5,34,0,0
149,2020,CA-QC Quebec,Very good,Monthly,Male,1943,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Government or public institution,Upper middle class,9,77,0,0
150,2020,CA-AB Alberta,Fair,Daily,Female,1964,I am an immigrant to this country (born outside this country),Divorced,Short-cycle tertiary education (ISCED 5),Other,Private business or industry,Lower class,6,56,0,1
